201706010000, 0.000434028
201706010010, 0.421332
201706010020, 0.175022
201706010030, 0.0938585
201706010040, 0.122287
201706010050, 0.363607
201706010100, 0.57921
201706010110, 1.53961
201706010120, 2.4911
201706010130, 2.80512
201706010140, 2.91699
201706010150, 3.09711
201706010200, 2.97852
201706010210, 2.92622
201706010220, 3.50022
201706010230, 3.56228
201706010240, 4.00271
201706010250, 2.014
201706010300, 2.78255
201706010310, 2.0536
201706010320, 1.90538
201706010330, 2.09494
201706010340, 1.23655
201706010350, 1.62739
201706010400, 2.16699
201706010410, 2.2373
201706010420, 3.58442
201706010430, 3.986
201706010440, 4.14323
201706010450, 3.51454
201706010500, 3.0115
201706010510, 3.70182
201706010520, 3.51888
201706010530, 2.97374
201706010540, 2.96897
201706010550, 3.22776
201706010600, 3.926
201706010610, 3.26248
201706010620, 3.54568
201706010630, 2.63878
201706010640, 2.41081
201706010650, 1.98741
201706010710, 2.40397
201706010720, 1.68761
201706010730, 1.62999
201706010740, 1.39887
201706010750, 0.591471
201706010800, 0.156033
201706010810, 0.0124783
201706010820, 0.0879991
201706010830, 0.0591363
201706010840, 0.0665148
201706010850, 0.0767144
201706010900, 0.0558811
201706010910, 0.00434028
201706010920, 0.000651042
201706010940, 0.000108507
201706010950, 0.000217014
201706011000, 0
201706011020, 0.00206163
201706011030, 0.00434028
201706011040, 0.00141059
201706011100, 0.0759549
201706011110, 0
201706011120, 0
201706011130, 0.000108507
201706011140, 0
201706011150, 0.000217014
201706011200, 0.023546
201706011220, 0.0538194
201706011230, 0.320095
201706011240, 0.343641
201706011250, 0.31684
201706011300, 0.20497
201706011310, 0.130968
201706011320, 0.249023
201706011330, 0.277669
201706011340, 0.0647786
201706011350, 0.256836
201706011400, 0.220812
201706011410, 0.301866
201706011420, 0.290907
201706011430, 0.224826
201706011440, 0.193902
201706011450, 0.0813802
201706011500, 0.0536024
201706011510, 0.00379774
201706011520, 0.0224609
201706011530, 0.0294054
201706011540, 0.0754123
201706011550, 0.0451389
201706011600, 0.1199
201706011610, 0.0899523
201706011620, 0.0399306
201706011630, 0.0438368
201706011640, 0.015842
201706011650, 0
201706011700, 0
201706011710, 0.00260417
201706011720, 0
201706011730, 0.0258247
201706011740, 0.00184462
201706011750, 0
201706011800, 0.0443793
201706011810, 0.252604
201706011820, 0.172092
201706011830, 0.209418
201706011840, 0.015625
201706011850, 0.125543
201706011900, 0.252604
201706011910, 0.184028
201706011920, 0.331489
201706011930, 0.257921
201706011940, 0.174479
201706011950, 0.000325521
201706012000, 0.00141059
201706012010, 0.0482856
201706012020, 0.016059
201706012030, 0.0551215
201706012040, 0.0405816
201706012050, 0
201706012100, 0.000434028
201706012110, 0
201706012120, 0.00651042
201706012130, 0.000325521
201706012140, 0
201706012150, 0
201706012200, 0
201706012210, 0.0696615
201706012220, 0.000868056
201706012230, 0.00401476
201706012240, 0.0250651
201706012250, 0.00846354
201706012300, 0.0138889
201706012310, 0.000108507
201706012320, 0.00206163
201706012330, 0.0465495
201706012340, 0.00108507
201706012350, 0.359918
201706020000, 0.175998
201706020010, 0.376736
201706020020, 0.551649
201706020030, 0.137695
201706020040, 0.100152
201706020050, 0.731879
201706020100, 1.0714
201706020110, 0.533203
201706020120, 0.205621
201706020130, 0.568793
201706020140, 0.275174
201706020150, 1.15972
201706020200, 0.987088
201706020210, 0.368815
201706020220, 0.56543
201706020230, 1.04959
201706020240, 1.10221
201706020250, 1.14225
201706020300, 1.8622
201706020310, 0.819987
201706020320, 1.9617
201706020330, 1.32954
201706020340, 1.33225
201706020350, 1.34364
201706020400, 0.988064
201706020410, 0.862413
201706020420, 0.616319
201706020430, 1.24425
201706020440, 1.08333
201706020450, 1.28971
201706020500, 0.660916
201706020510, 0.64388
201706020520, 0.373372
201706020530, 0.423611
201706020540, 0.479384
201706020600, 0.0745443
201706020610, 0.0825738
201706020620, 0.0784505
201706020630, 0.188477
201706020640, 0.00759549
201706020650, 0.0031467
201706020700, 0.0665148
201706020710, 0.0238715
201706020720, 0.0521918
201706020730, 0.0416667
201706020740, 0.0386285
201706020750, 0.0257161
201706020800, 0.00249566
201706020810, 0.0175781
201706020820, 0.0277778
201706020830, 0.445855
201706020840, 0.0278863
201706020850, 0.0251736
201706020900, 0.00661892
201706020910, 0.00759549
201706020920, 0.00716146
201706020930, 0.0016276
201706020940, 0.00379774
201706021020, 0.0152995
201706021040, 0.00195312
201706021050, 0.992404
201706021100, 0
201706021110, 0.00282118
201706021120, 0.000651042
201706021130, 0.00585938
201706021140, 0
201706021150, 0
201706021210, 0.00130208
201706021220, 0.00336372
201706021230, 0.000759549
201706021300, 0.000759549
201706021310, 0.000542535
201706021320, 0.477865
201706021330, 0
201706021340, 0.000976562
201706021350, 0
201706021400, 0.00292969
201706021420, 0.0015191
201706021430, 0.0583767
201706021440, 0.0202908
201706021450, 0.423286
201706021500, 0.198893
201706021510, 0.0108507
201706021520, 0.11339
201706021530, 0.0166016
201706021540, 0.00292969
201706021550, 0.00770399
201706021600, 0
201706021610, 0.000759549
201706021620, 0
201706021630, 0
201706021640, 0.000976562
201706021650, 0
201706021700, 0
201706021710, 0.0343967
201706021720, 0
201706021730, 0
201706021740, 0
201706021750, 0
201706021800, 0.00651042
201706021810, 0
201706021820, 0.00607639
201706021830, 0
201706021840, 0.0150825
201706021850, 0.0771484
201706021900, 0.126302
201706021910, 0.13444
201706021920, 0.0147569
201706021930, 0.0133464
201706021940, 0.18674
201706021950, 0.0371094
201706022000, 0.038737
201706022010, 0.00835503
201706022020, 0.299805
201706022030, 0.33431
201706022040, 0.666016
201706022050, 0.256727
201706022100, 0.00488281
201706022110, 0.00726997
201706022120, 0.0263672
201706022130, 0.0340712
201706022140, 0.00303819
201706022150, 0.185113
201706022200, 0.493815
201706022210, 0.0126953
201706022220, 0.0125868
201706022230, 0.00184462
201706022240, 0.0101997
201706022250, 0.00249566
201706022300, 0.0346137
201706022310, 0.00292969
201706022320, 0.0131293
201706022330, 0.000325521
201706022340, 0
201706022350, 0.039605
201706030000, 0.00531684
201706030010, 0.00119358
201706030030, 0.10395
201706030040, 0
201706030050, 0.0370009
201706030100, 0.000434028
201706030110, 0
201706030120, 0.0298394
201706030130, 0.0297309
201706030140, 0.0268012
201706030150, 0.0467665
201706030200, 0.0309245
201706030210, 0.129015
201706030220, 0.334201
201706030230, 0.368815
201706030240, 0.253364
201706030250, 0.28049
201706030310, 0.303711
201706030320, 0.181098
201706030330, 0.253147
201706030340, 0.251411
201706030350, 0.190538
201706030400, 0.305339
201706030420, 0.20931
201706030430, 0.104492
201706030440, 0.0587023
201706030450, 0.0757378
201706030500, 0.00976562
201706030520, 0.0124783
201706030530, 0.0967882
201706030540, 0.00195312
201706030550, 0.00672743
201706030600, 0.00900608
201706030610, 0.0365668
201706030620, 0.000542535
201706030630, 0.00694444
201706030640, 0.00238715
201706030650, 0.242839
201706030700, 0.104384
201706030710, 0.00434028
201706030720, 0.0588108
201706030730, 0.133898
201706030740, 0.16428
201706030750, 0.000217014
201706030800, 0.0181207
201706030810, 0.00141059
201706030820, 0.0062934
201706030830, 0.0437283
201706030840, 0.0243056
201706030850, 0.015191
201706030900, 0.0212674
201706030910, 0.0355903
201706030920, 0.00444878
201706030930, 0.000759549
201706030940, 0.00173611
201706030950, 0.00477431
201706031000, 0.00119358
201706031010, 0
201706031020, 0.000217014
201706031030, 0
201706031040, 0.00227865
201706031050, 0.00379774
201706031100, 0.000108507
201706031120, 0.000325521
201706031130, 0.000325521
201706031150, 0.000217014
201706031200, 0
201706031210, 0.0819227
201706031220, 0.194553
201706031230, 0.0363498
201706031240, 0.000108507
201706031250, 0.568142
201706031300, 0.35536
201706031310, 0.926866
201706031320, 0.974826
201706031330, 0.846897
201706031340, 1.64789
201706031350, 1.27355
201706031400, 1.21354
201706031410, 1.4936
201706031420, 0.832899
201706031430, 0.92947
201706031440, 1.10438
201706031450, 0.935438
201706031500, 0.624892
201706031510, 0.0606554
201706031520, 0.167209
201706031530, 0.0567491
201706031540, 0.218099
201706031550, 0
201706031600, 0.873698
201706031610, 0.502604
201706031620, 0.869358
201706031630, 0.645074
201706031640, 0.768229
201706031650, 0.808268
201706031700, 1.03168
201706031710, 0.2398
201706031720, 0.484375
201706031730, 0.325195
201706031740, 0.173828
201706031750, 0.730252
201706031800, 0
201706031810, 0.526367
201706031820, 0.636393
201706031830, 0.550564
201706031840, 0.575412
201706031850, 0.718967
201706031900, 0.582465
201706031910, 0.705946
201706031920, 0.448351
201706031930, 0.171766
201706031940, 0.514214
201706031950, 0.633681
201706032000, 0.673937
201706032010, 0.524957
201706032020, 0.542318
201706032030, 0.399957
201706032040, 0.447157
201706032050, 0.290907
201706032100, 0.465495
201706032110, 0.634115
201706032120, 0.0748698
201706032130, 0.198785
201706032140, 0.0843099
201706032150, 0.195312
201706032200, 0.134006
201706032210, 0.0549045
201706032220, 0.0103082
201706032230, 0.00607639
201706032240, 0.00260417
201706032250, 0.00130208
201706032320, 0.000542535
201706032330, 0.00173611
201706032340, 0.0349392
201706032350, 0.0313585
201706040000, 0.000108507
201706040010, 0
201706040020, 0
201706040030, 0.000976562
201706040040, 0.000217014
201706040050, 0
201706040110, 0.00249566
201706040120, 0.00141059
201706040140, 0.00412326
201706040150, 0.0120443
201706040200, 0.000651042
201706040210, 0.00195312
201706040220, 0
201706040230, 0
201706040240, 0.00217014
201706040250, 0.000759549
201706040300, 0.00238715
201706040310, 0.0811632
201706040320, 0.0163845
201706040330, 0.0411241
201706040340, 0
201706040350, 0.000976562
201706040400, 0.0286458
201706040410, 0.0557726
201706040420, 0.119683
201706040430, 0.0873481
201706040440, 0.149631
201706040450, 0.249674
201706040500, 0.062283
201706040510, 0.0698785
201706040520, 0.0542535
201706040530, 0.130208
201706040540, 0.0895182
201706040550, 0.102105
201706040600, 0.102865
201706040610, 0.0932075
201706040620, 0.0910373
201706040630, 0.0782335
201706040640, 0.0590278
201706040650, 0.0171441
201706040700, 0.00292969
201706040710, 0.0313585
201706040720, 0.199436
201706040730, 0.154514
201706040740, 0.115126
201706040750, 0.186198
201706040800, 0.221246
201706040810, 0.242947
201706040830, 0.244249
201706040840, 0.230469
201706040850, 0.205512
201706040900, 0.0343967
201706040910, 0.062934
201706040920, 0.106879
201706040930, 0.0642361
201706040940, 0.00119358
201706040950, 0.00477431
201706041000, 0.00770399
201706041010, 0.08648
201706041020, 0.0955946
201706041030, 0.0758464
201706041040, 0.152778
201706041050, 0.223633
201706041100, 0.305881
201706041110, 0.0986328
201706041120, 0.316732
201706041130, 0.192057
201706041150, 0.185004
201706041200, 0.168728
201706041210, 0.0934245
201706041220, 0.0948351
201706041230, 0.115017
201706041240, 0.0483941
201706041250, 0.203668
201706041300, 0.197374
201706041310, 0.192491
201706041350, 0.0456814
201706041400, 0.446506
201706041410, 0.407118
201706041420, 0.4898
201706041430, 0.329536
201706041440, 0.296441
201706041450, 0.317274
201706041500, 0.197917
201706041510, 0.267578
201706041520, 0.666667
201706041530, 0.483398
201706041540, 0.399523
201706041550, 0.149848
201706041600, 0.0531684
201706041610, 0.419162
201706041620, 0.303711
201706041630, 0.761393
201706041640, 0.461372
201706041650, 0.0713976
201706041700, 0.239149
201706041710, 0.369466
201706041720, 0.0526259
201706041730, 0.0651042
201706041740, 0.0533854
201706041750, 0.00553385
201706041800, 0.0511068
201706041810, 0.0111762
201706041820, 0.0253906
201706041830, 0.210178
201706041840, 0.0842014
201706041850, 0.184896
201706041900, 0.116753
201706041910, 0.182617
201706041920, 0.107964
201706041930, 0.104275
201706041940, 0.208767
201706041950, 0.0268012
201706042000, 0.0093316
201706042010, 0.00423177
201706042020, 0.00238715
201706042030, 0.0170356
201706042040, 0.0155165
201706042050, 0.00954861
201706042100, 0.0514323
201706042110, 0
201706042120, 0
201706042130, 0
201706042140, 0
201706042150, 0.00705295
201706042200, 0.000651042
201706042210, 0.000434028
201706042220, 0.00998264
201706042230, 0.0763889
201706042240, 0.0104167
201706042250, 0.000542535
201706042300, 0.0031467
201706042310, 0.00271267
201706042320, 0
201706042330, 0.00509983
201706042340, 0.039605
201706042350, 0.000217014
201706050000, 0.0105252
201706050010, 0.00347222
201706050020, 0.00542535
201706050030, 0.00564236
201706050040, 0.00249566
201706050050, 0.00108507
201706050100, 0.00737847
201706050110, 0.00998264
201706050120, 0.0481771
201706050130, 0.0835503
201706050140, 0.094184
201706050150, 0.0576172
201706050200, 0.0236545
201706050210, 0.038954
201706050220, 0.0201823
201706050230, 0.131944
201706050240, 0.0632595
201706050250, 0.19477
201706050300, 0.266927
201706050310, 0.363281
201706050320, 0.300564
201706050350, 0.497613
201706050400, 0.697266
201706050410, 0.573134
201706050420, 0.538628
201706050430, 0.489041
201706050440, 0.575846
201706050450, 0.605252
201706050500, 0.509332
201706050510, 0.436198
201706050520, 0.273438
201706050530, 0.298937
201706050540, 0.273329
201706050550, 0.139757
201706050600, 0.250217
201706050610, 0.0922309
201706050620, 0.00238715
201706050630, 0.0696615
201706050640, 0.0220269
201706050650, 0.0276693
201706050700, 0.0480686
201706050710, 0.0196398
201706050720, 0.00737847
201706050730, 0.00770399
201706050740, 0.00227865
201706050750, 0.000542535
201706050800, 0.0169271
201706050810, 0.014974
201706050820, 0.0211589
201706050830, 0.000108507
201706050840, 0.000217014
201706050850, 0.00412326
201706050900, 0.00531684
